,dept/pgm,number,course title,area,class size,date,start time,end time
1247,RTVF,312-1,History of Film I,VI,20,MoWe,09:00,10:20
1248,RTVF,312-2,History of Film II,VI,200,MoWeFr,11:00,11:50
1249,RTVF,313-1,Documentary Film: History and Criticism,VI,50,MoWe,08:00,09:20
1250,RTVF,313-2,Documentary Film and Video,VI,50,MoWeFr,15:00,15:50
1251,RTVF,321,Radio/Television/Film Authorship,VI,50,TuTh,08:00,09:20
1252,RTVF,322,Radio/Television/Film Genre,VI,100,MoWeFr,10:00,10:50
1253,RTVF,326,Film and TV Criticism,VI,100,TuTh,16:00,17:20
1254,RTVF,351,National Cinema,VI,200,MoWe,16:00,17:20
1255,RELIGION,301,Hindu Epics:  Mahābhārata,"V,VI",200,MoWe,16:00,17:20
1256,RELIGION,315,Buddhist Auto/biography,"V,VI",200,MoWeFr,10:00,10:50
1257,RUSSIAN,359-0,Russian Prose (Russian prereq.),VI,20,TuTh,14:00,15:20
1258,SLAVIC,210-1,Introduction to Russian Literature,VI,20,TuTh,11:00,12:20
1259,SLAVIC,210-2,Introduction to Russian Literature,VI,100,TuTh,15:00,14:20
1260,SLAVIC,210-3,Introduction to Russian Literature,VI,200,MoWeFr,14:00,14:50
1261,SLAVIC,211-1,20th-Century Russian Literature,VI,20,TuTh,16:00,17:20
1262,SLAVIC,211-2,20th-Century Russian Literature,VI,100,MoWeFr,11:00,11:50
1263,SLAVIC,260,Economics and the Humanities: Understanding Choice,"V,VI",100,TuTh,12:00,13:20
1264,SLAVIC,267,"Czech Culture: Film, Visual Arts, Music",VI,200,MoWeFr,13:00,13:50
1265,SLAVIC,278-1,Visual Art in the Context of Russian Culture,VI,50,MoWe,13:00,14:20
1266,SLAVIC,278-2,Visual Art in the Context of Russian Culture,VI,200,MoWeFr,14:00,14:50
1267,SLAVIC,310,Tolstoy,VI,100,TuTh,08:00,09:20
1268,SLAVIC,311,Dostoevsky,VI,20,MoWe,10:00,11:20
1269,SLAVIC,314,Chekhov,VI,50,TuTh,10:00,11:20
1270,SLAVIC,360,Survey of 19th-Century Russian Poetry (Russian prereq.),VI,50,MoWe,12:00,13:20
1271,SLAVIC,361,Survey of 20th-Century Russian Poetry (Russian prereq.),VI,100,TuTh,09:00,10:20
1272,SLAVIC,367-1,Russian Film,VI,20,MoWe,09:00,10:20
1273,SLAVIC,367-2,Russian Film,VI,100,TuTh,16:00,17:20
1274,SLAVIC,368,Andrei Tarkovsky's Aesthetics & World Cinema,VI,50,MoWe,10:00,11:20
1275,SLAVIC,369,Two Hundred Years of Russian Drama,VI,100,MoWe,13:00,14:20
1276,SLAVIC,390,Literature & Politics in Central and Eastern Europe,"IV,VI",50,MoWeFr,11:00,11:50
1277,SLAVIC,392,East European Literature and Visual Arts,VI,50,TuTh,11:00,12:20
1278,SLAVIC,393,"Prague: City of Cultures, City of Conflict","IV,VI",50,TuTh,10:00,11:20
1279,SLAVIC,396,Topics in Literature and Arts,VI,100,TuTh,16:00,17:20
1280,SPANISH,210,"Icons, Legends, & Myths in Latin Amrican, Latino, and/or Iberian
Cultures (Spanish prereq)",VI,200,TuTh,08:00,09:20
1281,SPANISH,223,Cervantes,VI,50,TuTh,08:00,09:20
1282,SPANISH,231,"The ""New"" Latin American Narrative",VI,200,MoWe,11:00,12:20
1283,SPANISH,232,Discovering Jewish Latin America,VI,20,MoWe,08:00,09:20
1284,SPANISH,250,Literature in Spain before 1700 (Spanish prereq),VI,100,TuTh,09:00,10:20
1285,SPANISH,251,Literature in Spain since 1700 (Spanish prereq),VI,200,TuTh,13:00,14:20
1286,SPANISH,260,Literature in Latin America before 1888 (Spanish prereq),VI,50,MoWe,13:00,14:20
1287,SPANISH,261,Literature in Latin America since 1888 (Spanish prereq),VI,20,MoWeFr,10:00,10:50
1288,SPANISH,277,"Introduction to Latina and Latino Literature; with ENGLISH 277 and
LATINO 277",VI,50,MoWe,12:00,13:20
1289,SPANISH,301,Topics in Language (Spanish prereq),VI,100,MoWe,09:00,10:20
1290,SPANISH,310,Origins of Spanish Civilization (Spanish prereq),VI,20,MoWeFr,09:00,09:50
1291,SPANISH,320,Golden Age of Poetry and Prose (Spanish prereq),VI,50,TuTh,09:00,10:20
1292,SPANISH,321,Golden Age Drama (Spanish prereq),VI,200,MoWe,10:00,11:20
1293,SPANISH,323,Cervantes' Don Quixote (Spanish prereq),VI,100,MoWe,16:00,17:20
1294,SPANISH,331,Realism in Spain: The Problem of Representation (Spanish prereq),VI,200,MoWeFr,09:00,09:50
1295,SPANISH,335,Modern Fiction in Spain: Studies in Genre (Spanish prereq),VI,200,MoWeFr,14:00,14:50
1296,SPANISH,340,Colonial Latin American Literature (Spanish prereq),VI,20,MoWe,14:00,15:20
1297,SPANISH,341,Latin American Modernisimo (Spanish prereq),VI,20,MoWeFr,12:00,12:50
1298,SPANISH,342,Race and Representation in Latin America,VI,100,MoWe,09:00,10:20
1299,SPANISH,343,Latin American Avant-Gardes (Spanish prereq),VI,20,MoWeFr,16:00,16:50
1300,SPANISH,344,Borges (Spanish prereq),VI,200,MoWeFr,08:00,08:50
1301,SPANISH,345,"Reading the ""Boom"" (Spanish prereq)",VI,100,MoWeFr,10:00,10:50
1302,SPANISH,346,Testimonial Narrative in Latin America (Spanish prereq),VI,50,MoWe,08:00,09:20
1303,SPANISH,347,Literature and Revolution in Latin America (Spanish prereq),VI,200,TuTh,08:00,09:20
1304,SPANISH,348,Readings in Latin American Short Fiction (Spanish prereq),VI,200,MoWeFr,16:00,16:50
1305,SPANISH,350,Visual Culture in Latin/o America and Spain (Spanish prereq),VI,20,MoWeFr,14:00,14:50
1306,SPANISH,360,Spain: Studies in Culture and Society (Spanish prereq),VI,20,MoWe,16:00,17:20
1307,SPANISH,361,Latin America: Studies in Culture and Society (Spanish prereq),VI,20,MoWeFr,13:00,13:50
1308,SPANISH,362,Citizenship and Urban Violence in Latin America,VI,100,TuTh,10:00,11:20
1309,SPANISH,363,"Topics in U.S. Latina/o Literary and Cultural Studies (Spanish
prereq)","III,VI",20,MoWe,12:00,13:20
1310,SPANISH,364,Cultural Borders / Border Cultures,VI,20,MoWeFr,12:00,12:50
1311,SPANISH,380,"Topics in Film: The Silver Screen in Latin America and/or Spain
(Spanish prereq)",VI,20,MoWe,11:00,12:20
1312,SPANISH,380-SA,"Topics in Film: The Silver Screen in Latin America and/or Spain
(Spanish prereq)",VI,50,MoWe,09:00,10:20
1313,SPANISH,395,"Topics in Latin American, Latina and Latino, and/or Iberian Cultures
(Spanish prereq)",VI,20,MoWe,09:00,10:20
1314,SPANISH,395-SA,"Topics in Latin American, Latina and Latino, and/or Iberian Cultures
(Spanish prereq)",VI,100,MoWe,10:00,11:20
1315,SPANISH,397,"Topics in Latin American, Latina and Latino, and/or Iberian
Literatures and Cultures",VI,100,MoWe,16:00,17:20
1316,SWAHILI,216-1,Introduction to Swahili Literature (Swahili prereq),VI,20,TuTh,08:00,09:20
1317,SWAHILI,216-2,Introduction to Swahili Literature (Swahili prereq),VI,200,TuTh,13:00,14:20
1318,SWAHILI,216-3,Introduction to Swahili Literature (Swahili prereq),VI,100,MoWeFr,14:00,14:50
1319,YIDDISH,266,"Introduction to Yiddish Culture: Images of the Shtetl; with GERMAN
266 & JWSH ST 266",VI,100,TuTh,12:00,13:20
1320,YIDDISH,366,"Yiddish Culture and the Holocaust; with GERMAN 366 & JWSH ST
366",VI,50,MoWeFr,12:00,12:50
1321,COMP_SCI,349,Introduction to Machine Learning,20,MoWeFr,08:00,08:50
1322,COMP_SCI,348,Introduction to Artificial Intelligence,50,TuTh,09:00,10:20
1323,COMP_SCI,336,Introduction to Algorithm,II,50,MoWeFr,12:00,12:50
